Month,Year,PartNo,Description,Quantity,Sales Price
12,2025,F8S01322,Front HUB-1322,424,2652.51
12,2025,FTF01122,Hub 1122 MBP,397,3946.96
12,2025,FTF01022,Hub 1022 MBP,308,1180.28
12,2025,FTF03022,Rear Dummy HUB-3022,98,11178.83
12,2025,FH302622,Front Hub 2622 MBP,152,10904.04
12,2025,FTT02722,HUB-2722,521,672.34
12,2025,F3H01322,ARB FRAME MOUNTING BKT,231,11270.42
12,2025,F2R00122,SGM BKT-122,399,9587.63
12,2025,F8D01700,SGM BKT -1700,183,8354.59
12,2025,F-8D02722,SGM -2722,85,2949.11
12,2025,F8D01622,SGM -1622,280,6345.12
12,2025,F3H01122,ARB Axle M. BKt LH,441,10025.82
12,2025,F3H01222,ARB Axle M. BKt RH,181,1786.66
12,2025,B3F15503,Fly Wheel-503,335,3690.48
12,2025,B9805502,Flywheel Neptune,339,2243.54
12,2025,B2W02519,FIP Housing CB18,72,7352.48
12,2025,B2W01421,FIP Housing CB28,77,6478.43
12,2025,B2W01307,Fip Housing-1307,319,3089.11
12,2025,X1X00522,Thermostate Housing-522,752,5702.69
12,2025,X2H00622,T.G. Case,627,8784.56
12,2025,F7L09722,Rear Spring Bracket,279,7966.58
12,2025,F5F01822,AC Bracket -1822,227,9236.91
12,2025,F5F01722,AC Bracket -1722,418,2657.11
12,2025,F7Z05314,ATS BRACKET-5314,375,8095.61
12,2025,F7Z00122,ATS BRACKET-122,272,3263.47
12,2025,F7Z05414,ATS BRACKET-5414,539,2782.53
12,2025,F7Z10314,ATS BRACKET 10314,537,9975.35
12,2025,X6E03422,Nodo Bracket-3422,408,681.31
12,2025,X6E03522,Nodo Bracket-3522,88,7746.32
12,2025,X6E05222,Nodo Bracket-5222,157,8860.17
12,2025,X6E05122,Nodo Bracket-5122,310,10180.78
12,2025,330123920,Tata Cup Box,87,5249.55
12,2025,P3301201020,ACE RDE Box casting,286,2514.33
12,2025,330151420,Mega Ace,463,3482.65
12,2025,330134120,M&M 510,78,12983.01
12,2025,330134220V1,M&M 630,515,2681.43
12,2025,330931720,Cover Plate,900,11808.7
12,2025,502207C01,Side Cover C01,667,6758.09
12,2025,502207E 01,Side Cover Casting E01 (HFB 82),236,2176.61
12,2025,50170115,Valve Housing HFB 64,329,4591.88
12,2025,501707C06,Valve Housing casting,241,7734.17
12,2025,501707C03,Valve Housing casting-C03,447,10710.84
12,2025,501707E 01,Valve housing casting  E01 (HFB82),374,2351.57
12,2025,500127C06,LH Housing C06,244,3869.69
12,2025,500127C14,LH Housing C14,500,10883.61
12,2025,50012110,LH Housing 64,79,4077.5
12,2025,5.00E+08,LH Housing -82,360,1384.37
12,2025,666,BB-106,229,1781.31
12,2025,F1826722,B.D. 6722,66,2704.59
12,2025,257542303705,TATA BRAKE DRUM 3705,1107,4391.83
12,2025,263242303723,TATA BRAKE DRUM 3723,82,9540.17
12,2025,F1875722,Brake Drum -5722,359,3812.62
12,2025,277642303701,TATA BRAKE DRUM 3701,309,3960.93
12,2025,5.01E+11,Brake Drum 3702,154,12495.9
12,2025,0031002662AC,Rear Cover-6662,227,6553.2
12,2025,10006813CC,Rear Cover-6813,611,6946.11
12,2025,300053048A,Sviwel Housing LH,439,5957.81
12,2025,300053049A,Sviwel Housing RH,518,8394.52
12,2025,300130461B,Housing Input Pinion,326,8418.44
12,2025,300130468A,Cover steering cylinder mounting,384,11061.07
12,2025,300130474A,Housing hub stub axle,335,7014.39
12,2025,300145985A,Housing Axle King Shaft,295,5481.9
12,2025,10039106AB,Front Axle Housing LH-106 AB,75,3971.33
12,2025,10039104AC,Front Axle Housing RH-104 AC,518,6333.04
12,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",140,6207.94
12,2025,300422630A,Housing Front Axle Cover LH-630,667,11312.27
12,2025,300422616A,Housing Front Axle Cover RH-640,689,7699.57
12,2025,300137705B,Housing Front Axle Cover LH-705,486,8197.97
12,2025,300130478B,Housing Front Axle Cover RH-478,636,11349.46
12,2025,10051257CB,Front Axle Housing,296,7562.3
12,2025,1A8252-42110,Hydarulic Housing,78,1007.1
12,2025,10071462AG,Integral Front Axle Bkt(Casting),227,9167.28
12,2025,5A8252-24701,COVER FRONT,276,6008.84
12,2025,5A8252-24240,COVER REAR,88,2693.98
12,2025,1A8252-43231-1,HEAD CYLINDER,467,7732.49
12,2025,1A8550-43210-1,HEAD CYLINDER-210,661,8725.53
12,2025,1A8252-47710,HINGE SUPPORT-8252,406,6865.52
12,2025,101281426000,Brake Drum -6000,444,9669.89
12,2025,101281426100,Brake Drum -6100,178,3132.28
12,2025,1SK-45870,HUB Tunring,467,9790.92
12,2025,(SE01B00G00037),Front Wheel hub Star Glow,553,1005.43
12,2025,4256730,HUB-118,422,2918.04
12,2025,4252073,HUB-316,409,7720.66
12,2025,4252752,HUB-454,182,10554.99
12,2025,4255058,HUB-770,156,2954.76
12,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,381,10337.39
12,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",309,2233.25
12,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",306,3220.11
12,2025,300167935A,Center Beam Housing -584/935,174,3010.42
12,2025,XBY00222,Bracket Engine,92,4085.5
12,2025,300137702C,CENTER BEAM HSG - Casting,394,10119.43
12,2025,M31149S002,Fron Wheel Hub Champ,517,8052.94
12,2025,X1821622,Housing Oil Cooler,352,4889.95
12,2025,B3F01301,Flywheel Boss,178,335.71
12,2025,F4W03322,FSFB Bracket - 3322,484,10028.11
12,2025,F4W03222,FSFB Bracket - 3222,293,11969.61
12,2025,X6E04822,NODO BRACKET -ECO-4822,198,7314.73
12,2025,F6A07422,Spring bracket-7422,444,12310.96
12,2025,7125600,Wheel - Drive,158,683.22
12,2025,8829617,Dual adapter hub,255,3715.49
12,2025,29324690,Disc Actuating,89,12477.99
12,2025,IC0305854,EICHER BRAKE DRUM,114,7752.09
12,2025,277642303714,Brake Drum 3714,164,4938.33
12,2025,277642303707,Brake Drum 3707,255,4533.64
12,2025,66666,Trunnion Braket,289,4730.49
12,2025,1528137,Chart Casting Wheel -8137,109,4762.09
12,2025,1528138,Chart Casting Wheel -8138,272,11104.12
12,2025,516266681,Chart Casting Wheel -6681,81,8140.72
12,2025,8504786,Casting drive wheel,51,9896.8
12,2025,1524926,Hub Casting,224,11991.5
12,2025,8827231,Drive wheel -casting,466,944.7
12,2025,006050988V01,Fly Wheel 67 HP,437,9236.22
12,2025,907125600,Wheel - Drive,257,7255.6
12,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",403,3720.81
12,2025,X1505222,Pulley-5222,262,3222.4
12,2025,X1505122,Pulley-5122,205,10606.45
12,2025,006525415B01,Axle Carr LH,313,8605
12,2025,006525417B01,Axle Carr RH,282,374.51
12,2025,B3F16003,Fly Wheel -16003,287,11834.84
12,2025,5739980670,HYVA Bracket 670,453,9058.57
12,2025,3318C00701,Flywheel-701,217,7536.31
12,2025,H01XX417961701,Drive wheel,443,4854.66
12,2025,X6E04722,NODO BRACKET-ECO-4722,508,519.02
12,2025,FTF03022,Rear Dummy HUB-3222,480,6384.18
12,2025,F5N04822,Bracket -Engine Mounting-4822,450,5257.74
12,2025,A 400 322 05 01,Spring bracket -501,576,2994.17
12,2025,A 400 322 00 01,Spring bracket -0001,529,11606.71
12,2025,A 400 322 00 06,Spring bracket -0006,349,4033.44
12,2025,A4008911020,Bracket Bearing 1020,280,6793.73
12,2025,A4003220101,Spring bracket -0101,160,9475.23
12,2025,A400 891 09 20,Bracket Bearing 920,346,10854.66
